drugbank_id	name	z_score_pan	z_score_sars	z_score_mers	z_score_ibv	z_score_mhv	p_value_pan	p_value_sars	p_value_mers	p_value_ibv	p_value_mhv
DB00203	Sildenafil	1.574	1.552	-0.372	0.228	0.898	0.929	0.928	0.26	0.479	0.768
DB00334	Olanzapine	1.575	0.778	1.779	2.574	0.291	0.943	0.776	0.941	0.998	0.572
DB00704	Naltrexone	1.575	1.894	-0.832	0.798	0.622	0.942	0.959	0.067	0.615	0.671
DB00420	Promazine	1.577	0.713	1.902	2.109	0.04	0.941	0.737	0.962	0.993	0.444
DB09304	Setiptiline	1.578	0.252	3.018	2.21	0.965	0.927	0.545	0.994	0.996	0.79
DB00104	Octreotide	1.579	1.967	-1.079	0.753	0.547	0.941	0.96	0.046	0.608	0.632
DB01035	Procainamide	1.579	1.044	0.753	0.253	1.441	0.93	0.809	0.643	0.523	0.889
DB00058	Alpha-1-proteinase inhibitor	1.582	1.565	1.665	0.226	1.632	0.868	0.876	0.882	0.691	0.875
DB04152	"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid"	1.584	2.216	1.289	0.52	-0.462	0.955	0.98	0.802	0.429	0.247
DB00231	Temazepam	1.605	0.833	1.666	0.583	0.273	0.936	0.77	0.925	0.627	0.513
DB05294	Vandetanib	1.607	0.398	1.49	0.276	1.166	0.961	0.607	0.913	0.575	0.926
DB00606	Cyclothiazide	1.608	2.117	2.379	0.31	-0.719	0.927	0.981	0.98	0.508	0.178
DB01520	Tenocyclidine	1.616	1.581	0.489	1.723	0.572	0.929	0.93	0.545	0.977	0.636
DB07621	(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	1.62	1.533	1.758	1.916	1.157	0.888	0.852	0.902	0.918	0.83
DB03461	2'-Monophosphoadenosine 5'-Diphosphoribose	1.624	0.406	-0.129	0.43	0.437	0.95	0.608	0.362	0.586	0.616
DB07919	7-METHOXY-1-METHYL-9H-BETA-CARBOLINE	1.629	0.848	0.804	0.017	0.425	0.94	0.784	0.687	0.439	0.61
DB01182	Propafenone	1.63	0.853	1.044	2.523	0.457	0.939	0.77	0.81	0.996	0.631
DB00845	Clofazimine	1.632	1.727	-1.692	1.572	1.474	0.937	0.944	0.018	0.876	0.902
DB00508	Triflupromazine	1.633	1.73	-0.864	1.017	-0.092	0.94	0.954	0.073	0.708	0.355
DB09119	Eslicarbazepine acetate	1.634	1.919	1.508	0.526	1.224	0.889	0.933	0.851	0.739	0.801
DB05311	Ecallantide	1.635	1.768	2.092	1.66	1.245	0.965	0.986	0.998	0.93	0.848
DB06273	Tocilizumab	1.636	1.821	1.529	1.724	1.181	0.893	0.923	0.856	0.889	0.803
DB00486	Nabilone	1.639	1.723	1.182	1.143	1.601	0.936	0.944	0.782	0.796	0.907
DB00755	Tretinoin	1.641	1.925	0.72	1.638	0.433	0.982	0.983	0.683	0.948	0.617
DB01100	Pimozide	1.641	0.308	2.544	2.111	0.809	0.971	0.594	0.995	0.991	0.793
DB00907	Cocaine	1.655	1.245	1.221	1.159	0.095	0.941	0.868	0.829	0.823	0.435
DB04473	Alpha-L-Fucose	1.657	1.636	2.227	0.182	2.301	0.868	0.882	0.946	0.522	0.931
DB04639	Biphenylalanine	1.657	1.636	2.227	0.182	2.301	0.868	0.882	0.946	0.522	0.931
DB01139	Cefapirin	1.663	1.012	0.402	1.309	1.452	0.947	0.83	0.57	0.887	0.921
DB00456	Cefalotin	1.664	1.171	0.505	0.827	1.094	0.935	0.844	0.549	0.72	0.819
DB00318	Codeine	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00327	Hydromorphone	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00611	Butorphanol	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00622	Nicardipine	1.666	0.752	1.231	2.381	0.422	0.971	0.773	0.854	0.998	0.6
DB00844	Nalbuphine	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00854	Levorphanol	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00899	Remifentanil	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00956	Hydrocodone	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB01184	Domperidone	1.666	0.645	2.932	2.496	1.26	0.989	0.73	0.994	0.995	0.887
DB01192	Oxymorphone	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB01439	3-Methylthiofentanyl	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB01462	Etonitazene	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB01535	Carfentanil	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB01571	3-Methylfentanyl	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB05302		1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB05508		1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB09272	Eluxadoline	1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB09396		1.666	1.878	-0.27	0.891	0.434	0.956	0.973	0.105	0.605	0.607
DB00799	Tazarotene	1.668	2.823	1.198	0.207	-0.2	0.938	0.997	0.844	0.5	0.332
DB06589	Pazopanib	1.671	0.011	0.529	0.755	1.188	0.969	0.423	0.653	0.818	0.921
DB04799	"6-Hydroxy-5-undecyl-4,7-benzothiazoledione"	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB07401	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB07763	"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE"	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB07778	FAMOXADONE	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB08330	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB08453	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB08690	UBIQUINONE-2	1.672	1.533	0.766	-0.068	0.158	0.939	0.918	0.634	0.36	0.462
DB09194	Etoperidone	1.674	1.692	2.711	0.868	0.254	0.95	0.936	0.99	0.609	0.506
DB00200	Hydroxocobalamin	1.681	1.804	0.791	0.666	-0.036	0.954	0.954	0.691	0.622	0.371
DB06335	Saxagliptin	1.682	1.734	-0.445	0.791	0.813	0.943	0.954	0.082	0.56	0.735
DB00116	Tetrahydrofolic acid	1.685	1.218	0.907	1.415	1.293	0.993	0.937	0.717	0.897	0.901
DB04141	"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"	1.686	1.286	-0.351	0.531	0.233	0.943	0.883	0.223	0.597	0.507
DB00800	Fenoldopam	1.698	1.196	1.316	1.92	0.981	0.944	0.85	0.936	0.993	0.796
DB02818	Iodo-Willardiine	1.703	2.152	1.116	0.352	0.195	0.965	0.975	0.782	0.362	0.498
DB02966	Fluoro-Willardiine	1.703	2.152	1.116	0.352	0.195	0.965	0.975	0.782	0.362	0.498
DB04000	Bromo-Willardiine	1.703	2.152	1.116	0.352	0.195	0.965	0.975	0.782	0.362	0.498
DB02621	Latrunculin A	1.709	1.209	1.196	0.489	0.071	0.951	0.872	0.835	0.564	0.439
DB01189	Desflurane	1.713	1.039	1.571	1.083	0.116	0.952	0.879	0.946	0.902	0.473
DB01236	Sevoflurane	1.713	1.039	1.571	1.083	0.116	0.952	0.879	0.946	0.902	0.473
DB01071	Mequitazine	1.716	1.632	0.17	0.929	0.116	0.95	0.941	0.443	0.706	0.441
DB00404	Alprazolam	1.722	0.698	1.083	0.885	0.918	0.951	0.724	0.815	0.762	0.762
DB00788	Naproxen	1.725	1.689	-0.15	0.018	1.28	0.949	0.943	0.23	0.409	0.862
DB00433	Prochlorperazine	1.735	1.299	1.659	1.304	1.216	0.991	0.898	0.936	0.901	0.898
DB00786	Marimastat	1.74	0.761	2.11	1.336	1.72	0.958	0.754	0.973	0.9	0.946
DB01351	Amobarbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01352	Aprobarbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01353	Butobarbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01354	Heptabarbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01355	Hexobarbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01483	Barbital	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB01496	Barbituric acid derivative	1.744	1.472	2.469	0.178	0.088	0.957	0.911	0.98	0.412	0.426
DB06695	Dabigatran etexilate	1.744	1.785	1.952	-0.15	0.223	0.939	0.957	0.95	0.365	0.479
DB00189	Ethchlorvynol	1.753	0.973	2.139	0.326	0.483	0.951	0.79	0.971	0.503	0.6
DB01107	Methyprylon	1.753	0.973	2.139	0.326	0.483	0.951	0.79	0.971	0.503	0.6
DB01437	Glutethimide	1.753	0.973	2.139	0.326	0.483	0.951	0.79	0.971	0.503	0.6
DB01907		1.755	0.154	-0.986	0.821	1.244	0.96	0.523	0.133	0.807	0.902
DB00836	Loperamide	1.759	1.658	0.104	3.282	0.667	0.993	0.955	0.452	1	0.716
DB07376	5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	1.76	2.266	1.661	0.539	0.729	0.927	0.947	0.912	0.683	0.871
DB06800	Methylnaltrexone	1.767	1.931	-0.603	0.83	0.524	0.955	0.966	0.104	0.616	0.641
DB01205	Flumazenil	1.778	1.038	1.707	-0.173	0.901	0.951	0.823	0.932	0.316	0.778
DB00186	Lorazepam	1.783	0.757	1.633	0.477	0.738	0.953	0.733	0.923	0.594	0.708
DB00628	Clorazepic acid	1.783	0.757	1.633	0.477	0.738	0.953	0.733	0.923	0.594	0.708
DB02556	D-Phenylalanine	1.787	1.517	1.996	2.165	2.023	0.901	0.859	0.919	0.934	0.932
DB00126	Ascorbic acid	1.793	1.36	1.238	-0.085	-0.307	0.962	0.898	0.845	0.377	0.31
DB05229	Beraprost	1.796	1.891	0.557	0.923	0.7	0.965	0.957	0.529	0.649	0.688
DB00695	Furosemide	1.798	1.624	1.768	0.145	0.197	0.966	0.942	0.932	0.419	0.476
DB04855	Dronedarone	1.798	0.543	2.022	0.771	0.886	0.959	0.664	0.982	0.746	0.772
DB00761	Potassium chloride	1.802	2.44	1.664	0.958	0.167	0.957	0.992	0.917	0.726	0.463
DB00141	N-Acetylglucosamine	1.804	1.986	0.573	0.91	-0.3	0.95	0.964	0.587	0.691	0.295
DB01244	Bepridil	1.806	0.489	1.554	2.592	2.363	0.98	0.651	0.922	0.993	0.998
DB04532	Indole	1.819	1.712	1.98	2.884	1.596	0.963	0.952	0.901	0.994	0.924
DB00652	Pentazocine	1.824	1.931	-0.217	1.254	0.681	0.96	0.97	0.136	0.766	0.658
DB01079	Tegaserod	1.831	0.615	-0.018	2.159	0.935	0.953	0.673	0.318	0.983	0.785
DB08190	N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	1.833	1.758	1.084	1.467	0.28	0.966	0.947	0.792	0.832	0.521
DB06372	Rilonacept	1.834	2.201	1.702	-0.279	1.596	0.926	0.942	0.91	0.184	0.913
DB07841	Geranylgeranyl diphosphate	1.837	3.047	0.803	1.336	-1.214	0.954	1	0.678	0.805	0.095
DB00546	Adinazolam	1.844	1.042	1.54	0.25	0.427	0.957	0.817	0.893	0.469	0.572
DB00729		1.845	1.841	2.495	0.713	1.309	0.912	0.91	0.943	0.834	0.886
DB09357	Dexpanthenol	1.845	1.841	2.495	0.713	1.309	0.912	0.91	0.943	0.834	0.886
DB00926	Etretinate	1.846	2.927	1.339	-0.34	0.753	0.954	0.995	0.912	0.283	0.708
DB01577	Metamfetamine	1.847	1.473	2.06	0.65	0.214	0.957	0.925	0.954	0.59	0.476
DB01206	Lomustine	1.854	1.603	1.832	1.735	1.705	0.977	0.954	0.877	0.919	0.955
DB06691	Mepyramine	1.867	1.284	0.606	1.305	0.315	0.96	0.881	0.618	0.889	0.527
DB00829	Diazepam	1.873	1.112	1.461	0.61	0.557	0.97	0.85	0.897	0.637	0.615
DB02687		1.874	1.452	0.503	-0.394	1.097	0.97	0.949	0.756	0.273	0.908
DB00292	Etomidate	1.881	1.822	3.111	1.188	0.364	0.971	0.961	0.996	0.868	0.552
DB00392	Profenamine	1.883	2.098	-1.695	1.208	1.018	0.978	0.986	0.036	0.83	0.787
DB01425	Alizapride	1.885	1.787	4.283	0.404	1.629	0.907	0.905	0.995	0.706	0.9
DB04519	Caprylic acid	1.889	1.903	1.187	1.529	1.657	0.917	0.924	0.812	0.877	0.886
DB09118	Stiripentol	1.894	1.155	2.292	0.204	-0.446	0.971	0.847	0.981	0.495	0.246
DB00805	Minaprine	1.895	1.287	0.438	0.922	0.145	0.97	0.88	0.561	0.669	0.472
DB01452	Diamorphine	1.897	2.441	0.433	0.956	0.606	0.977	0.99	0.498	0.641	0.661
DB00001	Lepirudin	1.898	1.781	1.987	1.03	1.888	0.924	0.91	0.91	0.829	0.916
DB00006	Bivalirudin	1.898	1.781	1.987	1.03	1.888	0.924	0.91	0.91	0.829	0.916
DB01123	Proflavine	1.898	1.781	1.987	1.03	1.888	0.924	0.91	0.91	0.829	0.916
DB11095	Desirudin	1.898	1.781	1.987	1.03	1.888	0.924	0.91	0.91	0.829	0.916
DB01049	Ergoloid mesylate	1.899	0.509	2.768	1.9	1.089	0.978	0.662	0.995	0.977	0.861
DB00767	Benzquinamide	1.9	1.69	2.839	1.266	-0.308	0.969	0.942	0.993	0.865	0.296
DB00835	Brompheniramine	1.907	1.883	0.305	1.125	0.054	0.96	0.967	0.476	0.799	0.421
DB08801	Dimetindene	1.907	1.883	0.305	1.125	0.054	0.96	0.967	0.476	0.799	0.421
DB00753	Isoflurane	1.908	1.026	0.842	1.966	0.928	0.993	0.868	0.824	0.985	0.823
DB00726	Trimipramine	1.921	1.614	0.844	2.23	-0.189	0.971	0.946	0.733	0.992	0.34
DB00210	Adapalene	1.926	2.865	1.478	-0.035	0.687	0.965	0.999	0.922	0.395	0.693
DB01062	Oxybutynin	1.928	1.88	0.838	1.468	0.104	0.969	0.969	0.716	0.929	0.456
DB09167	Dosulepin	1.93	1.076	1.452	1.198	-0.268	0.972	0.828	0.887	0.843	0.326
DB00920	Ketotifen	1.932	1.023	0.844	1.126	0.648	0.977	0.833	0.751	0.839	0.69
DB00145	Glycine	1.935	0.959	-0.056	2.024	1.654	0.989	0.864	0.399	0.989	0.97
DB00897	Triazolam	1.942	0.804	1.544	0.562	0.874	0.961	0.759	0.909	0.625	0.773
DB01591	Solifenacin	1.947	1.879	0.495	1.262	0.088	0.962	0.964	0.547	0.837	0.45
DB06148	Mianserin	1.947	0.779	2.529	2.781	0.954	0.979	0.757	0.994	1	0.802
DB04275	N-acetylserotonin	1.952	1.704	1.041	1.46	0.246	0.967	0.937	0.769	0.829	0.517
DB01232	Saquinavir	1.958	1.232	-0.457	0.82	1.918	0.973	0.866	0.198	0.741	0.974
DB00503	Ritonavir	1.96	1.819	0.213	1.438	0.027	0.962	0.958	0.478	0.914	0.421
DB00381	Amlodipine	1.967	1.16	3.159	1.6	0.232	0.983	0.906	0.998	0.985	0.504
DB00497	Oxycodone	1.97	2.263	-0.546	1.049	0.789	0.959	0.984	0.096	0.685	0.712
DB00039	Palifermin	1.974	1.501	1.332	1.141	0.199	0.97	0.925	0.923	0.796	0.485
DB00813	Fentanyl	1.985	2.191	-0.205	1.157	0.651	0.966	0.982	0.124	0.725	0.664
DB01176	Cyclizine	1.992	1.48	-0.011	1.447	0.092	0.97	0.926	0.391	0.904	0.446
DB08039	"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE"	2.001	1.58	0.192	2.345	0.966	1	0.956	0.492	0.984	0.812
DB01873	Epothilone D	2.007	1.656	0.81	2.126	0.599	0.99	0.977	0.721	0.974	0.717
DB03010	Patupilone	2.007	1.656	0.81	2.126	0.599	0.99	0.977	0.721	0.974	0.717
DB01151	Desipramine	2.013	1.475	0.695	2.154	-0.171	0.976	0.935	0.692	0.993	0.352
DB03147	Flavin adenine dinucleotide	2.015	1.375	0.691	0.454	0.645	0.975	0.917	0.689	0.641	0.695
DB08222	METHOXYUNDECYLPHOSPHINIC ACID	2.028	2.173	3.303	2.252	1.727	0.986	0.989	1	0.968	0.92
DB00129	Ornithine	2.029	1.404	1.379	0.538	0.197	0.975	0.906	0.857	0.611	0.472
DB00804	Dicyclomine	2.03	1.693	1.103	1.667	-0.075	0.971	0.941	0.793	0.949	0.391
DB03773	alpha-D-quinovopyranose	2.035	1.819	2.355	2.169	2.01	0.986	0.955	0.997	0.966	0.977
DB00416	Metocurine Iodide	2.036	2.198	2.176	2.185	1.811	0.971	0.983	0.979	0.974	0.961
DB00565	Cisatracurium	2.036	2.198	2.176	2.185	1.811	0.971	0.983	0.979	0.974	0.961
DB00732	Atracurium besylate	2.036	2.198	2.176	2.185	1.811	0.971	0.983	0.979	0.974	0.961
DB00992	Methyl aminolevulinate	2.037	2.231	0.938	2.505	2.033	0.968	0.98	0.749	0.969	0.968
DB01548	Diprenorphine	2.04	2.15	-0.241	1.097	0.814	0.973	0.971	0.117	0.677	0.729
DB01142	Doxepin	2.042	1.042	2.235	2.329	0.49	0.982	0.835	0.977	0.998	0.639
DB11311	Prothrombin	2.046	1.881	1.441	0.907	0.675	0.976	0.97	0.869	0.616	0.679
DB00683	Midazolam	2.048	1.065	1.432	0.786	0.862	0.979	0.842	0.888	0.719	0.747
DB01160	Dinoprost tromethamine	2.049	1.371	0.204	1.18	1.119	0.979	0.902	0.462	0.821	0.824
DB00122	Choline	2.056	1.379	1.187	0.927	0.976	0.969	0.901	0.819	0.682	0.775
DB00550	Propylthiouracil	2.08	2.181	2.453	2.461	1.519	0.98	0.991	0.998	0.981	0.886
DB00408	Loxapine	2.094	0.895	2.699	2.683	0.89	0.985	0.782	0.994	0.999	0.781
DB09536	Titanium dioxide	2.102	2.281	2.868	1.882	1.943	0.974	0.985	0.99	0.962	0.965
DB00100	Coagulation Factor IX (Recombinant)	2.12	1.64	1.392	1.294	1.017	0.979	0.924	0.868	0.786	0.79
DB13152	Coagulation Factor IX Human	2.12	1.64	1.392	1.294	1.017	0.979	0.924	0.868	0.786	0.79
DB00349	Clobazam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB00801	Halazepam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB01215	Estazolam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB01558	Bromazepam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB01588	Prazepam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB01589	Quazepam	2.121	1.181	1.786	0.378	0.606	0.977	0.871	0.946	0.538	0.663
DB00661	Verapamil	2.123	0.847	3.069	1.981	0.983	0.992	0.795	0.999	0.995	0.827
DB01254	Dasatinib	2.13	0.603	1.087	1.097	0.272	0.995	0.716	0.831	0.932	0.554
DB00289	Atomoxetine	2.154	1.148	0.124	2.869	1.435	0.987	0.861	0.454	0.999	0.924
DB00587	Cinalukast	2.156	2.027	1.554	2.346	1.963	0.979	0.98	0.914	0.98	0.97
DB06274	Alvimopan	2.169	2.322	-0.268	1.009	0.782	0.978	0.981	0.117	0.652	0.716
DB09146	Iron saccharate	2.178	2.031	2.329	1.481	0.983	0.948	0.948	0.959	0.928	0.887
DB00295	Morphine	2.181	2.604	1.232	2.294	0.99	0.984	0.992	0.824	0.993	0.791
DB00690	Flurazepam	2.19	1.251	2.097	0.439	0.689	0.983	0.88	0.963	0.576	0.684
DB00921	Buprenorphine	2.204	2.627	0.378	1.55	0.839	0.984	0.99	0.484	0.94	0.73
DB09089	Trimebutine	2.209	1.816	1.198	0.544	0.948	0.987	0.968	0.846	0.617	0.775
DB00475	Chlordiazepoxide	2.212	1.271	1.825	0.377	0.638	0.983	0.878	0.949	0.532	0.678
DB00917	Dinoprostone	2.212	1.28	1.754	2.592	2.328	0.985	0.881	0.925	1	0.988
DB01199	Tubocurarine	2.214	1.93	1.099	1.343	1.118	0.984	0.974	0.784	0.883	0.817
DB04841	Flunarizine	2.219	1.321	1.114	1.968	1.23	0.999	0.928	0.887	0.986	0.898
DB00904	Ondansetron	2.222	1.682	0.664	1.892	1.152	0.981	0.943	0.664	0.968	0.832
DB06707	Levonordefrin	2.222	2.139	3.76	-0.19	2.383	0.94	0.93	0.988	0.39	0.953
DB01028	Methoxyflurane	2.225	1.476	2.124	1.069	0.513	0.981	0.924	0.969	0.829	0.614
DB01454	Midomafetamine	2.225	1.433	1.588	1.366	0.253	0.985	0.9	0.915	0.88	0.519
DB01329	Cefoperazone	2.228	2.374	0.84	1.606	2.245	0.935	0.952	0.784	0.909	0.935
DB00493	Cefotaxime	2.229	1.743	1.212	0.688	0.22	0.985	0.942	0.819	0.666	0.517
DB01081	Diphenoxylate	2.243	2.466	-2.194	1.21	1.272	0.981	0.985	0.003	0.743	0.859
DB03109	N-Acetyl-D-Allosamine	2.247	2.164	1.939	1.66	1.953	0.963	0.95	0.908	0.893	0.929
DB04404	Allosamizoline	2.247	2.164	1.939	1.66	1.953	0.963	0.95	0.908	0.893	0.929
DB09224	Melperone	2.249	1.417	2.475	1.571	0.784	0.985	0.898	0.988	0.944	0.723
DB01349	Tasosartan	2.252	2.36	2.033	0.247	2.152	0.935	0.932	0.936	0.585	0.94
DB06817	Raltegravir	2.252	2.189	1.019	2.242	2.044	0.973	0.968	0.762	0.952	0.948
DB01069	Promethazine	2.254	1.531	2.245	2.948	1.112	0.999	0.957	0.981	1	0.873
DB01245	Decamethonium	2.254	2.966	0.859	0.087	1.57	0.955	0.973	0.741	0.402	0.939
DB01631	Methyl Nonanoate (Ester)	2.255	1.486	3.064	0.121	1.214	0.976	0.936	0.992	0.493	0.9
DB00708	Sufentanil	2.259	2.181	0.902	1.402	0.893	0.982	0.978	0.704	0.899	0.743
DB01595	Nitrazepam	2.271	1.251	1.663	0.406	0.685	0.985	0.886	0.923	0.55	0.683
DB00483	Gallamine Triethiodide	2.28	2.2	1.255	2.386	1.253	0.985	0.98	0.837	0.995	0.856
DB01233	Metoclopramide	2.282	1.406	1.847	1.701	0.18	0.989	0.909	0.94	0.947	0.472
DB00374	Treprostinil	2.283	1.531	0.731	1.34	0.856	0.99	0.924	0.642	0.839	0.739
DB02057	(S)-AMPA	2.287	2.873	0.96	0.623	-0.181	0.987	0.999	0.721	0.489	0.348
DB00450	Droperidol	2.295	1.229	2.903	1.453	0.832	0.989	0.872	0.995	0.907	0.735
DB04868	Nilotinib	2.295	0.853	0.261	1.161	1.633	0.998	0.807	0.544	0.896	0.967
DB09409	Magnesium acetate tetrahydrate	2.295	1.996	0.651	1.862	1.121	0.981	0.972	0.609	0.988	0.818
DB09481	Magnesium carbonate	2.295	1.996	0.651	1.862	1.121	0.981	0.972	0.609	0.988	0.818
DB00458	Imipramine	2.298	1.591	1.762	2.037	0.513	0.992	0.963	0.947	0.991	0.65
DB07374	Anisomycin	2.299	1.914	1.151	-2.128	1.728	0.985	0.957	0.726	0.004	0.941
DB08437	Puromycin	2.299	1.914	1.151	-2.128	1.728	0.985	0.957	0.726	0.004	0.941
DB00307	Bexarotene	2.305	3.003	1.413	0.616	0.489	0.987	0.999	0.944	0.678	0.632
DB02494	Alpha-Hydroxy-Beta-Phenyl-Propionic Acid	2.309	1.882	1.296	-2.032	1.561	0.982	0.96	0.817	0.011	0.926
DB02789	Pregnenolone	2.312	1.58	3.601	0.657	1.83	0.954	0.94	0.987	0.735	0.946
DB05679	Ustekinumab	2.322	2.206	2.986	2.165	2.774	0.967	0.957	0.97	0.934	0.986
DB01159	Halothane	2.327	1.334	1.718	1.327	0.697	0.993	0.916	0.958	0.958	0.716
DB01624	Zuclopenthixol	2.33	2.768	1.206	1.371	-0.265	0.982	0.999	0.816	0.918	0.289
DB09203	Synephrine	2.336	2.139	2.391	2.705	2.339	0.984	0.976	0.94	0.979	0.989
DB00353	Methylergometrine	2.346	1.363	2.511	1.801	1.237	0.986	0.892	0.988	0.956	0.854
DB01565	Dihydromorphine	2.35	2.255	-0.255	1.165	1.059	0.987	0.978	0.119	0.724	0.787
DB00490	Buspirone	2.352	1.229	3.331	1.189	0.545	0.992	0.866	0.999	0.812	0.604
DB01559	Clotiazepam	2.357	1.64	1.56	0.182	0.407	0.986	0.949	0.9	0.439	0.57
DB01567	Fludiazepam	2.357	1.64	1.56	0.182	0.407	0.986	0.949	0.9	0.439	0.57
DB01594	Cinolazepam	2.357	1.64	1.56	0.182	0.407	0.986	0.949	0.9	0.439	0.57
DB01175	Escitalopram	2.36	1.8	1.165	0.775	0.976	0.979	0.954	0.798	0.607	0.781
DB00908	Quinidine	2.362	0.849	3.165	2.743	1.145	0.988	0.773	0.999	0.999	0.849
DB00545	Pyridostigmine	2.366	1.927	-0.642	0.773	1.031	0.993	0.962	0.202	0.661	0.785
DB09000	Cyamemazine	2.379	1.496	1.08	1.812	0.442	0.982	0.915	0.795	0.964	0.592
DB00215	Citalopram	2.382	1.382	0.977	1.337	0.311	0.989	0.898	0.759	0.882	0.532
DB00543	Amoxapine	2.389	0.722	1.707	1.892	1.157	0.996	0.739	0.941	0.985	0.872
DB00647	Dextropropoxyphene	2.393	2.473	0.313	1.118	0.769	0.986	0.994	0.46	0.733	0.691
DB00245	Benzatropine	2.397	1.671	1.582	1.809	0.479	0.992	0.954	0.922	0.969	0.617
DB00775	Tirofiban	2.417	2.524	1.233	0.758	2.293	0.947	0.956	0.829	0.715	0.949
DB06743	Ginkgolide A	2.436	2.504	2.214	3.293	2.414	0.965	0.964	0.942	0.986	0.961
DB00909	Zonisamide	2.437	1.837	3.614	2.043	0.967	0.993	0.976	1	0.989	0.8
DB00572	Atropine	2.443	1.826	0.995	1.847	-0.006	0.992	0.959	0.767	0.969	0.425
DB01403	Methotrimeprazine	2.451	1.531	3.117	2.1	0.632	0.994	0.931	0.998	0.986	0.68
DB00285	Venlafaxine	2.476	1.94	0.279	1.423	0.617	0.991	0.975	0.486	0.922	0.665
DB01118	Amiodarone	2.481	2.244	1.458	2.251	1.863	0.999	0.994	0.906	0.993	0.978
DB00234	Reboxetine	2.492	1.88	0.698	0.886	0.776	0.99	0.959	0.633	0.644	0.709
DB06731	Seproxetine	2.494	1.786	0.097	1.392	0.384	0.993	0.954	0.39	0.899	0.563
DB04465	Lactose	2.504	2.201	0.162	0.858	1.222	0.989	0.972	0.263	0.69	0.86
DB00777	Propiomazine	2.513	1.469	1.154	1.482	0.187	0.993	0.915	0.816	0.92	0.482
